指数代码,指数名称,发布日期,开盘指数,最高指数,最低指数,收盘指数,成交量(亿股),成交额(亿元),涨跌幅(%),换手率(%),市盈率(倍),市净率(倍),均价(元),成交额占比(%),流通市值(亿元),平均流通市值(亿元),股息率(%)
801170,交通运输,2023-01-06 00:00:00.0,2390.14,2390.14,2357.80,2361.55,24.52,186.36,-1.34,1.9000,11.6800,1.4300,11.48,2.3900,8721.77,70.34,3.10
801170,交通运输,2023-01-05 00:00:00.0,2371.16,2396.68,2362.52,2393.73,23.9,195.08,1.18,1.8500,11.8400,1.4500,11.66,2.4700,8840.48,71.29,3.06
801170,交通运输,2023-01-04 00:00:00.0,2363.02,2369.34,2350.25,2365.77,21.51,162.17,0.07,1.6600,11.7000,1.4300,11.55,2.2200,8737.21,70.46,3.09
801170,交通运输,2023-01-03 00:00:00.0,2364.07,2366.88,2351.05,2364.08,26.1,197,-0.04,2.0200,11.6900,1.4300,11.54,2.6800,8730.96,70.41,3.09
801170,交通运输,2022-12-30 00:00:00.0,2338.72,2369.01,2338.49,2364.99,22.33,159.48,1.42,1.7500,11.6600,1.4300,11.50,2.8200,8706.73,70.22,3.10
801170,交通运输,2022-12-29 00:00:00.0,2357.36,2357.38,2331.13,2331.95,19.95,154.86,-1.34,1.5600,11.4900,1.4100,11.34,2.7000,8579.09,69.19,3.15
801170,交通运输,2022-12-28 00:00:00.0,2393.90,2396.76,2360.22,2363.72,25.44,197.17,-1.64,1.9900,11.6500,1.4300,11.53,3.2400,8696.6,70.13,3.11
801170,交通运输,2022-12-27 00:00:00.0,2389.32,2413.58,2369.39,2403.18,24.73,196.27,1.40,1.9300,11.8400,1.4500,11.75,3.1600,8841.76,71.3,3.06
801170,交通运输,2022-12-26 00:00:00.0,2363.48,2393.93,2360.39,2370.11,19.68,152.54,0.24,1.5400,11.6800,1.4300,11.57,2.6400,8718.98,70.31,3.10
801170,交通运输,2022-12-23 00:00:00.0,2365.57,2390.17,2352.66,2364.39,18.15,147.28,-0.59,1.4200,11.6500,1.4300,11.48,2.7100,8697.83,70.14,3.11
801170,交通运输,2022-12-22 00:00:00.0,2398.67,2419.66,2369.44,2378.40,22.47,180.35,-0.31,1.7600,11.7200,1.4400,11.66,2.9100,8748.96,70.56,3.09
801170,交通运输,2022-12-21 00:00:00.0,2383.23,2406.74,2380.54,2385.74,17.35,145.82,0.44,1.3600,11.7500,1.4400,11.69,2.7100,8775.97,70.77,3.08
801170,交通运输,2022-12-20 00:00:00.0,2399.49,2404.14,2366.96,2375.28,19.84,162.55,-1.33,1.5500,11.7000,1.4400,11.65,2.7000,8737.08,70.46,3.09
801170,交通运输,2022-12-19 00:00:00.0,2456.36,2458.16,2398.71,2407.24,26.43,203.46,-2.11,2.0700,11.8600,1.4600,11.76,2.8600,8861.94,71.47,3.05
801170,交通运输,2022-12-16 00:00:00.0,2433.13,2459.15,2430.40,2459.15,25.63,204,0.65,2.0000,12.1200,1.4900,12.06,2.8700,9053.02,73.01,2.98
801170,交通运输,2022-12-15 00:00:00.0,2481.83,2487.31,2440.63,2443.16,26.67,223.91,-1.28,2.0900,12.0400,1.4800,12.01,3.1300,8991.49,72.51,3.00
801170,交通运输,2022-12-14 00:00:00.0,2464.19,2485.59,2456.57,2474.83,29.45,248.42,-0.66,2.3000,12.1700,1.5000,12.08,3.3000,9085.09,73.86,2.97
801170,交通运输,2022-12-13 00:00:00.0,2460.42,2508.63,2460.07,2491.21,35.61,270.57,1.49,2.7900,12.2500,1.5100,12.11,3.5500,9145.23,74.35,1.97
801170,交通运输,2022-12-12 00:00:00.0,2463.36,2474.43,2452.52,2454.66,32.6,253.81,-0.47,2.5500,12.0700,1.4800,11.85,3.0100,9008.11,73.24,2.00
801170,交通运输,2022-12-09 00:00:00.0,2495.25,2505.73,2457.82,2466.16,41.09,301.29,-1.09,3.2200,12.1200,1.4900,11.92,3.2500,9044.79,73.53,1.99
801170,交通运输,2022-12-08 00:00:00.0,2488.62,2498.88,2471.62,2493.30,42,299.43,0.22,3.2900,12.2500,1.5100,12.12,3.6800,9144.34,74.34,1.97
801170,交通运输,2022-12-07 00:00:00.0,2452.73,2510.17,2452.73,2487.80,41.43,314.08,1.35,3.2400,12.2300,1.5000,11.91,3.5200,9124.15,74.18,1.98
801170,交通运输,2022-12-06 00:00:00.0,2423.83,2460.05,2422.22,2454.77,33.21,252.62,0.94,2.6000,12.0700,1.4900,11.75,2.7100,9003.02,73.2,2.01
801170,交通运输,2022-12-05 00:00:00.0,2384.42,2435.44,2384.42,2431.95,42.5,292.65,3.18,3.3300,11.9500,1.4700,11.60,2.9600,8919.32,72.51,2.03
801170,交通运输,2022-12-02 00:00:00.0,2375.89,2377.44,2352.20,2357.11,23.55,181.88,-0.98,1.8400,11.6100,1.4300,11.34,2.2700,8661.6,70.42,2.09
801170,交通运输,2022-12-01 00:00:00.0,2405.28,2409.65,2378.78,2380.36,29.84,247.55,0.15,2.3300,11.7100,1.4400,11.43,2.5000,8736.64,71.03,2.07
801170,交通运输,2022-11-30 00:00:00.0,2364.01,2376.73,2350.34,2376.73,29.64,221.63,0.11,2.3200,11.6900,1.4400,11.29,2.5500,8718.65,70.88,2.07
801170,交通运输,2022-11-29 00:00:00.0,2323.00,2374.07,2320.13,2374.07,30.18,238.52,2.25,2.3600,11.6800,1.4400,11.29,2.6400,8708.84,70.8,2.08
