指数代码,指数名称,发布日期,开盘指数,最高指数,最低指数,收盘指数,成交量(亿股),成交额(亿元),涨跌幅(%),换手率(%),市盈率(倍),市净率(倍),均价(元),成交额占比(%),流通市值(亿元),平均流通市值(亿元),股息率(%)
801160,公用事业,2023-01-06 00:00:00.0,2243.89,2269.84,2243.89,2260.27,28.69,213.69,0.73,2.4100,25.1900,1.6500,8.74,2.7400,8194.65,66.62,1.59
801160,公用事业,2023-01-05 00:00:00.0,2240.80,2248.42,2233.58,2243.85,25.84,185.55,0.48,2.1700,25.0000,1.6300,8.69,2.3500,8130.92,66.11,1.61
801160,公用事业,2023-01-04 00:00:00.0,2239.78,2241.49,2227.99,2233.23,22.27,155.64,-0.24,1.8700,24.8800,1.6300,8.61,2.1300,8092.44,65.79,1.61
801160,公用事业,2023-01-03 00:00:00.0,2197.30,2239.51,2195.03,2238.66,27.22,189.78,1.83,2.2900,24.9400,1.6300,8.61,2.5800,8112.12,65.95,1.61
801160,公用事业,2022-12-30 00:00:00.0,2179.09,2206.36,2178.50,2198.51,20.43,140.05,1.14,1.7200,24.4900,1.6000,8.42,2.4800,7966.86,64.77,1.64
801160,公用事业,2022-12-29 00:00:00.0,2184.68,2184.77,2171.97,2173.77,21.37,148.91,-0.72,1.8000,24.2200,1.5800,8.33,2.5900,7877.22,64.04,1.66
801160,公用事业,2022-12-28 00:00:00.0,2145.43,2196.07,2140.33,2189.51,32.42,219.45,1.84,2.7300,24.3900,1.5900,8.44,3.6100,7934.24,64.51,1.65
801160,公用事业,2022-12-27 00:00:00.0,2145.96,2150.61,2140.95,2149.92,13.37,97.51,0.47,1.1200,23.9300,1.5700,8.36,1.5700,7792.16,63.35,1.68
801160,公用事业,2022-12-26 00:00:00.0,2110.68,2141.34,2109.30,2139.95,14.06,95.82,1.45,1.1800,23.8200,1.5600,8.33,1.6600,7755.56,63.05,1.68
801160,公用事业,2022-12-23 00:00:00.0,2100.46,2114.68,2096.85,2109.38,12.4,84.95,0.15,1.0400,23.4800,1.5400,8.19,1.5600,7644.77,62.15,1.71
801160,公用事业,2022-12-22 00:00:00.0,2144.02,2145.99,2101.34,2106.28,16.26,109.26,-1.48,1.3700,23.4500,1.5300,8.19,1.7600,7633.54,62.06,1.71
801160,公用事业,2022-12-21 00:00:00.0,2154.08,2155.78,2133.08,2137.84,13.02,92.5,-0.83,1.1000,23.8000,1.5600,8.37,1.7200,7746.31,62.98,1.69
801160,公用事业,2022-12-20 00:00:00.0,2144.88,2159.36,2138.03,2155.82,15.58,111.4,0.25,1.3100,24.0000,1.5700,8.47,1.8500,7811.44,63.51,1.67
801160,公用事业,2022-12-19 00:00:00.0,2197.26,2198.05,2142.09,2150.37,20.83,139.89,-2.28,1.7500,23.9300,1.5700,8.42,1.9700,7801.28,63.43,1.67
801160,公用事业,2022-12-16 00:00:00.0,2189.23,2206.95,2186.25,2200.56,19.36,133,0.25,1.6300,24.4900,1.6000,8.63,1.8700,7983.37,64.91,1.64
801160,公用事业,2022-12-15 00:00:00.0,2192.10,2195.70,2181.35,2195.04,15.34,113.31,-0.08,1.2900,24.4300,1.6000,8.68,1.5800,7963.78,64.75,1.64
801160,公用事业,2022-12-14 00:00:00.0,2202.79,2204.63,2191.74,2196.83,16.43,118.34,-0.29,1.3800,24.4500,1.6000,8.72,1.5700,7970.23,64.8,1.64
801160,公用事业,2022-12-13 00:00:00.0,2201.71,2209.62,2194.56,2203.32,17.99,124.55,0.02,1.5100,24.5000,1.6000,8.73,1.6300,7993.79,64.99,1.63
801160,公用事业,2022-12-12 00:00:00.0,2233.92,2233.92,2199.49,2202.92,23.4,163.68,-1.54,1.9800,24.4100,1.6000,8.73,1.9400,7963.33,64.74,1.64
801160,公用事业,2022-12-09 00:00:00.0,2249.34,2255.35,2232.29,2237.30,25.99,186.72,-0.67,2.2000,24.7900,1.6200,8.86,2.0100,8087.62,65.75,1.61
801160,公用事业,2022-12-08 00:00:00.0,2259.61,2264.90,2247.62,2252.45,22.57,164.16,-0.43,1.9100,24.9700,1.6300,8.94,2.0200,8155.17,66.3,1.60
801160,公用事业,2022-12-07 00:00:00.0,2282.04,2282.04,2257.64,2262.08,23.3,171.52,-1.03,1.9700,25.0800,1.6400,8.96,1.9200,8186.67,66.56,1.59
801160,公用事业,2022-12-06 00:00:00.0,2315.09,2315.10,2281.54,2285.62,27.44,197.73,-1.44,2.3200,25.3400,1.6600,9.05,2.1200,8272.01,67.25,1.58
801160,公用事业,2022-12-05 00:00:00.0,2302.32,2319.76,2298.11,2318.94,32.69,229.59,0.85,2.7600,25.7100,1.6800,9.18,2.3200,8392.8,68.23,1.56
801160,公用事业,2022-12-02 00:00:00.0,2295.68,2303.35,2287.99,2299.30,25.01,190.57,0.05,2.1100,25.4900,1.6700,9.14,2.3800,8321.9,67.66,1.57
801160,公用事业,2022-12-01 00:00:00.0,2313.19,2313.83,2297.59,2298.09,30.26,237.9,-0.32,2.5600,25.4800,1.6700,9.17,2.4100,8317.52,67.62,1.57
